Series Name,Series Code,Country Name,Country Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
"Population, total",SP.POP.TOTL,Burundi,BDI,6134041,6239030,6333415,6420397,6511920,6623707,6767073,6946720,7159918,7401215,7661613,7934213,8218070,8514578,8821795,9137786,9461117,9790151,10124572,10465959,10816860
"Population, total",SP.POP.TOTL,Cabo Verde,CPV,378763,389156,399508,409805,419884,429576,438737,447357,455396,462675,468985,474224,478265,481278,483824,486673,490379,495159,500870,507258,513906
"Population, total",SP.POP.TOTL,Cambodia,KHM,10355253,10694459,11022162,11338733,11641509,11928306,12197905,12448881,12681984,12901217,13112334,13320058,13525360,13728700,13933660,14144337,14363586,14593099,14832255,15078564,15328136
"Population, total",SP.POP.TOTL,Cameroon,CMR,13546823,13929575,14317191,14709961,15108630,15514249,15927713,16349364,16779434,17218591,17667576,18126999,18597109,19078100,19570418,20074522,20590666,21119065,21659488,22211166,22773014
"Population, total",SP.POP.TOTL,Canada,CAN,29111906,29354000,29671900,29987200,30247900,30499200,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,33245773,33628571,34005274,34342780,34754312,35158304,35540419
"Population, total",SP.POP.TOTL,Cayman Islands,CYM,30055,31672,33535,35596,37742,39810,41685,43317,44742,46032,47299,48623,50028,51480,52925,54285,55509,56580,57522,58369,59172
"Population, total",SP.POP.TOTL,Central African Republic,CAF,3253698,3335840,3417163,3497910,3577028,3653310,3726048,3794677,3859784,3923294,3987896,4055608,4127112,4202104,4280405,4361492,4444973,4530903,4619500,4710678,4804316
"Population, total",SP.POP.TOTL,Chad,TCD,6773104,7001634,7242018,7494143,7760157,8042713,8343321,8663599,9002102,9353516,9710498,10067932,10423616,10779504,11139740,11510535,11896380,12298512,12715465,13145788,13587053
"Population, total",SP.POP.TOTL,Channel Islands,CHI,143388,144050,144832,145709,146669,147682,148725,149797,150905,152034,153170,154298,155415,156516,157587,158613,159583,160489,161336,162138,162917
"Population, total",SP.POP.TOTL,Chile,CHL,13987999,14193986,14396020,14594070,14788609,14980484,15170387,15358418,15544554,15729268,15913119,16096571,16279728,16462701,16645940,16829957,17015048,17201305,17388437,17575833,17762647
"Population, total",SP.POP.TOTL,China,CHN,1191835000,1204855000,1217550000,1230075000,1241935000,1252735000,1262645000,1271850000,1280400000,1288400000,1296075000,1303720000,1311020000,1317885000,1324655000,1331260000,1337705000,1344130000,1350695000,1357380000,1364270000
"Population, total",SP.POP.TOTL,Colombia,COL,36823539,37441980,38049040,38645409,39234059,39819279,40403959,40988909,41572493,42152147,42724157,43285636,43835744,44374647,44901660,45416276,45918101,46406446,46881018,47342363,47791393
"Population, total",SP.POP.TOTL,Comoros,COM,466309,479574,492979,506525,520180,533909,547696,561525,575428,589500,603869,618632,633814,649404,665414,681845,698695,715972,733661,751697,769991
"Population, total",SP.POP.TOTL,"Congo, Dem. Rep.",ZAR,40804011,42183620,43424997,44558347,45647949,46788238,48048664,49449015,50971407,52602208,54314855,56089536,57926840,59834875,61809278,63845097,65938712,68087376,70291160,72552861,74877030
"Population, total",SP.POP.TOTL,"Congo, Rep.",COG,2649964,2721277,2795903,2873638,2953011,3031969,3109269,3183883,3256867,3331564,3412592,3503086,3604595,3715665,3832771,3950786,4066078,4177435,4286188,4394334,4504962
"Population, total",SP.POP.TOTL,Costa Rica,CRI,3425692,3510925,3596733,3682725,3767369,3848725,3925450,3996800,4063208,4125970,4187039,4247843,4308790,4369465,4429506,4488261,4545273,4600487,4654148,4706433,4757606
"Population, total",SP.POP.TOTL,Cote d'Ivoire,CIV,13953779,14404340,14852193,15296390,15728482,16137824,16517948,16865376,17185421,17491539,17802516,18132702,18486392,18862172,19261647,19684909,20131707,20604172,21102641,21622490,22157107
"Population, total",SP.POP.TOTL,Croatia,HRV,4650000,4669000,4494000,4572000,4501000,4554000,4426000,4440000,4440000,4440000,4439000,4442000,4440000,4436000,4434508,4429078,4417781,4280622,4267558,4255689,4238389
